WELLNESS_life_satisfaction,DEMO_household_income,WORK_hours_per_week,CONNECTION_social_num_close_friends_p3m
9,"$40,000 to $44,999",40,NA
8,Presented but no response,NA,3
9,NA,NA,5
8,"$15,000 to $19,999",6,NA
10,"$5,000 to $9,999",NA,2
NA,NA,NA,NA
5,NA,NA,1
4,"$10,000 to $14,999",NA,1
1,NA,NA,NA
7,"$130,000 to $139,999",35,NA
5,"$30,000 to $34,999",0,NA
7,"$70,000 to $79,999",NA,3
9,"$45,000 to $49,999",NA,0
NA,NA,NA,NA
2,"$25,000 to $29,999",NA,NA
8,"$200,000 or more",40,5
7,Presented but no response,0,10
1,NA,NA,NA
8,NA,NA,NA
9,"$90,000 to $99,999",0,NA
6,"$70,000 to $79,999",6,NA
3,"$30,000 to $34,999",40,NA
5,NA,NA,NA
8,"$80,000 to $89,999",NA,10
NA,NA,NA,NA
8,"$25,000 to $29,999",NA,2
7,"$35,000 to $39,999",48,NA
NA,NA,NA,NA
7,"$60,000 to $69,999",0,NA
6,NA,NA,NA
4,"$50,000 to $59,999",NA,0
8,"$110,000 to $119,999",NA,5
2,"$15,000 to $19,999",0,2
8,"$70,000 to $79,999",45,1
8,Presented but no response,0,NA
5,"$35,000 to $39,999",0,5
8,NA,NA,NA
9,"$130,000 to $139,999",0,2
9,NA,NA,3
8,"$15,000 to $19,999",NA,NA
5,"$45,000 to $49,999",7,20
6,"$35,000 to $39,999",0,2
5,"$30,000 to $34,999",0,4
NA,NA,NA,NA
7,"$80,000 to $89,999",0,2
6,"$80,000 to $89,999",30,NA
8,NA,NA,NA
8,"$70,000 to $79,999",63,150
2,"$10,000 to $14,999",NA,0
5,"$10,000 to $14,999",NA,0
7,Presented but no response,NA,NA
7,"$50,000 to $59,999",80,5
9,"$60,000 to $69,999",NA,1
7,"$150,000 to $159,999",0,2
6,NA,NA,NA
NA,NA,NA,NA
7,"$70,000 to $79,999",10,NA
7,NA,NA,NA
4,"$100,000 to $109,999",NA,1
6,NA,NA,NA
4,NA,NA,NA
1,"$15,000 to $19,999",0,NA
NA,NA,NA,NA
7,"$180,000 to $189,999",NA,2
NA,NA,NA,NA
8,"$15,000 to $19,999",5,NA
NA,NA,NA,NA
10,"Under $5,000",40,NA
8,NA,NA,NA
6,Presented but no response,0,NA
9,NA,NA,NA
4,Presented but no response,12,NA
2,"$60,000 to $69,999",NA,0
5,"$140,000 to $149,999",NA,0
5,"$30,000 to $34,999",NA,10
10,"$35,000 to $39,999",32,NA
7,"$25,000 to $29,999",NA,0
10,"$70,000 to $79,999",NA,6
7,Presented but no response,40,NA
9,"$160,000 to $169,999",20,7
5,"$15,000 to $19,999",25,NA
10,"$50,000 to $59,999",NA,1
5,"$60,000 to $69,999",NA,1
2,"$70,000 to $79,999",26,NA
8,"$40,000 to $44,999",30,NA
4,NA,NA,NA
NA,NA,NA,NA
3,NA,NA,1
5,NA,NA,3
6,"$90,000 to $99,999",NA,5
5,"$30,000 to $34,999",0,NA
NA,NA,NA,NA
7,NA,NA,3
4,"$40,000 to $44,999",30,NA
10,"$20,000 to $24,999",NA,128
9,Presented but no response,0,1
10,"$60,000 to $69,999",35,1
7,"$10,000 to $14,999",0,1
5,"$15,000 to $19,999",25,NA
2,"Under $5,000",0,1
3,"$120,000 to $129,999",40,0
6,"$30,000 to $34,999",5,3
8,"$15,000 to $19,999",6,NA
7,"$120,000 to $129,999",4,1
NA,Presented but no response,NA,NA
8,NA,NA,NA
8,"$40,000 to $44,999",36,4
6,"$50,000 to $59,999",4,NA
9,"$110,000 to $119,999",NA,5
NA,NA,NA,NA
8,"$40,000 to $44,999",30,NA
8,"$35,000 to $39,999",0,1
8,"$80,000 to $89,999",35,5
4,Presented but no response,3,NA
9,"$30,000 to $34,999",0,2
3,NA,NA,NA
3,"$40,000 to $44,999",7,0
10,"$30,000 to $34,999",40,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,"$20,000 to $24,999",NA,7
10,"$35,000 to $39,999",0,5
5,"$40,000 to $44,999",NA,2
4,NA,NA,NA
8,"$30,000 to $34,999",0,0
8,"$15,000 to $19,999",6,NA
7,NA,NA,NA
8,"$200,000 or more",NA,2
NA,NA,NA,NA
8,"$200,000 or more",50,3
10,Presented but no response,NA,4
5,"$180,000 to $189,999",0,0
4,"$45,000 to $49,999",NA,1
1,"$60,000 to $69,999",60,0
6,"$25,000 to $29,999",10,3
NA,NA,NA,NA
5,"$30,000 to $34,999",NA,NA
NA,NA,NA,NA
8,"$100,000 to $109,999",NA,150
4,"$40,000 to $44,999",15,NA
9,Presented but no response,0,2
6,"$60,000 to $69,999",8,NA
7,"$20,000 to $24,999",NA,9
9,NA,NA,NA
4,"$60,000 to $69,999",3,NA
6,"$50,000 to $59,999",NA,2
NA,NA,NA,NA
2,"$10,000 to $14,999",0,1
NA,NA,NA,NA
6,"$50,000 to $59,999",NA,6
8,NA,NA,0
NA,NA,NA,NA
3,NA,NA,NA
9,"$50,000 to $59,999",10,3
NA,NA,NA,NA
3,"$35,000 to $39,999",35,NA
NA,NA,NA,NA
5,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
9,NA,NA,NA
7,Presented but no response,0,NA
5,"$35,000 to $39,999",0,NA
7,NA,NA,NA
5,NA,NA,NA
9,"$110,000 to $119,999",NA,6
4,"$25,000 to $29,999",16,0
7,NA,NA,NA
7,"$25,000 to $29,999",0,3
2,"$45,000 to $49,999",NA,NA
7,"$20,000 to $24,999",0,0
8,Presented but no response,NA,10
7,NA,NA,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",0,NA
4,"$35,000 to $39,999",NA,3
NA,NA,NA,NA
3,"$60,000 to $69,999",0,3
3,"$45,000 to $49,999",3,NA
7,"$130,000 to $139,999",NA,8
6,"$40,000 to $44,999",20,NA
4,NA,NA,0
4,"$120,000 to $129,999",70,NA
3,NA,NA,NA
4,NA,NA,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",20,6
7,"$50,000 to $59,999",NA,4
8,"$120,000 to $129,999",50,NA
8,NA,NA,NA
8,NA,NA,NA
10,NA,NA,NA
5,"$15,000 to $19,999",NA,1
8,NA,NA,NA
8,"$70,000 to $79,999",30,NA
6,"$150,000 to $159,999",10,NA
NA,NA,NA,NA
6,NA,NA,NA
3,"$130,000 to $139,999",40,NA
5,NA,NA,NA
NA,NA,NA,NA
6,"$60,000 to $69,999",6,NA
8,Presented but no response,NA,1
6,"$40,000 to $44,999",6,NA
1,NA,NA,0
8,"$200,000 or more",40,2
5,NA,NA,5
7,NA,NA,NA
7,"$45,000 to $49,999",0,2
NA,NA,NA,NA
1,NA,NA,NA
8,"$30,000 to $34,999",40,0
7,"$110,000 to $119,999",45,4
NA,NA,NA,NA
8,"$200,000 or more",50,6
7,"$30,000 to $34,999",0,NA
NA,NA,NA,NA
8,"$70,000 to $79,999",8,NA
5,"$100,000 to $109,999",0,NA
2,NA,NA,NA
1,"$70,000 to $79,999",NA,0
5,"$80,000 to $89,999",140,NA
9,NA,NA,NA
9,NA,NA,NA
7,"$10,000 to $14,999",0,2
8,"$140,000 to $149,999",45,1
4,"$80,000 to $89,999",NA,6
8,"$20,000 to $24,999",36,NA
10,"$180,000 to $189,999",NA,3
7,"$35,000 to $39,999",NA,20
1,NA,NA,0
NA,NA,NA,NA
7,"$90,000 to $99,999",30,NA
NA,NA,NA,NA
7,"$100,000 to $109,999",40,NA
9,NA,NA,NA
6,NA,NA,NA
7,"$190,000 to $199,999",NA,NA
NA,NA,NA,NA
6,NA,NA,NA
4,"$40,000 to $44,999",0,NA
6,NA,NA,NA
7,"$90,000 to $99,999",45,4
4,NA,NA,NA
6,NA,NA,NA
9,"$70,000 to $79,999",NA,1
4,"$10,000 to $14,999",NA,NA
7,"$100,000 to $109,999",30,NA
4,NA,NA,NA
6,NA,NA,NA
5,"$200,000 or more",50,NA
7,"$25,000 to $29,999",8,3
4,"$10,000 to $14,999",NA,3
5,"$40,000 to $44,999",NA,1
6,"$25,000 to $29,999",NA,1
9,"$100,000 to $109,999",NA,2
4,NA,NA,NA
9,"$200,000 or more",38,NA
4,"$170,000 to $179,999",37,4
4,NA,NA,NA
5,"$100,000 to $109,999",40,NA
4,"$100,000 to $109,999",30,NA
NA,NA,NA,NA
4,Presented but no response,0,NA
6,"$130,000 to $139,999",NA,1
4,"$50,000 to $59,999",45,1
1,"$5,000 to $9,999",0,NA
10,NA,NA,NA
5,"$130,000 to $139,999",55,1
6,"$45,000 to $49,999",35,NA
7,"$70,000 to $79,999",30,NA
7,"$200,000 or more",NA,5
5,"$80,000 to $89,999",NA,0
6,NA,NA,NA
6,NA,NA,NA
3,"$60,000 to $69,999",20,NA
3,"$35,000 to $39,999",64,5
3,Presented but no response,0,4
7,"$10,000 to $14,999",30,1
6,"$100,000 to $109,999",40,1
5,"$90,000 to $99,999",NA,3
8,Presented but no response,NA,NA
1,"$5,000 to $9,999",0,NA
8,"$60,000 to $69,999",0,6
6,"$45,000 to $49,999",5,NA
1,"$60,000 to $69,999",15,NA
5,"$40,000 to $44,999",NA,1
NA,NA,NA,NA
8,Presented but no response,NA,3
2,NA,NA,NA
8,"$35,000 to $39,999",35,NA
6,"$130,000 to $139,999",46,30
NA,NA,NA,NA
4,"$60,000 to $69,999",0,0
3,Presented but no response,2,NA
4,"$110,000 to $119,999",40,NA
1,NA,NA,NA
2,"$15,000 to $19,999",0,NA
3,NA,NA,NA
9,"$100,000 to $109,999",NA,4
8,"$150,000 to $159,999",5,NA
8,"$150,000 to $159,999",0,2
3,"$35,000 to $39,999",30,NA
NA,NA,NA,NA
1,"$10,000 to $14,999",NA,1
7,"$100,000 to $109,999",40,10
NA,NA,NA,NA
2,"$10,000 to $14,999",0,1
1,"$20,000 to $24,999",0,1
5,Presented but no response,NA,NA
3,"$120,000 to $129,999",28,NA
2,"$15,000 to $19,999",7,NA
10,NA,NA,NA
6,Presented but no response,NA,NA
1,"$25,000 to $29,999",NA,3
10,"$25,000 to $29,999",NA,NA
2,"$60,000 to $69,999",20,NA
NA,NA,NA,NA
5,NA,NA,NA
6,"$60,000 to $69,999",8,NA
1,"$20,000 to $24,999",0,NA
8,"$150,000 to $159,999",5,NA
1,NA,NA,NA
2,"$30,000 to $34,999",NA,3
5,Presented but no response,NA,6
4,NA,NA,5
4,"$200,000 or more",44,4
5,"$200,000 or more",25,1
NA,NA,NA,NA
10,"$35,000 to $39,999",38,NA
7,"$70,000 to $79,999",0,1
8,"$100,000 to $109,999",35,NA
8,"$25,000 to $29,999",2,2
6,"$40,000 to $44,999",NA,9
7,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$40,000 to $44,999",NA,1
5,"$35,000 to $39,999",6,NA
9,"$45,000 to $49,999",36,5
6,"$60,000 to $69,999",9,5
8,"$90,000 to $99,999",0,NA
3,NA,NA,NA
3,"$45,000 to $49,999",NA,NA
8,"$50,000 to $59,999",NA,0
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,"$35,000 to $39,999",0,5
NA,NA,NA,0
5,NA,NA,NA
3,Presented but no response,NA,NA
4,"$15,000 to $19,999",NA,4
5,"$25,000 to $29,999",NA,5
7,"$30,000 to $34,999",40,NA
3,"$80,000 to $89,999",0,2
5,"$100,000 to $109,999",NA,2
5,"$80,000 to $89,999",NA,3
9,NA,NA,NA
8,"$20,000 to $24,999",NA,15
8,"$10,000 to $14,999",NA,2
8,"$20,000 to $24,999",5,NA
7,"Under $5,000",0,0
8,"$60,000 to $69,999",NA,10
5,"$40,000 to $44,999",NA,11
NA,NA,NA,NA
8,"$80,000 to $89,999",60,NA
3,"$150,000 to $159,999",50,3
8,"$110,000 to $119,999",NA,7
8,"$60,000 to $69,999",35,2
NA,NA,NA,NA
NA,NA,NA,NA
9,"$25,000 to $29,999",0,2
2,"$15,000 to $19,999",6,3
8,"$90,000 to $99,999",48,NA
10,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,NA
3,"$20,000 to $24,999",6,NA
NA,NA,NA,NA
6,"$130,000 to $139,999",0,3
3,"$25,000 to $29,999",NA,0
NA,NA,NA,NA
7,"$200,000 or more",8,NA
5,"$15,000 to $19,999",NA,11
5,"$200,000 or more",35,NA
NA,NA,NA,NA
6,NA,NA,NA
7,"$130,000 to $139,999",60,NA
9,"$30,000 to $34,999",NA,1
10,"$35,000 to $39,999",20,NA
NA,NA,NA,NA
9,Presented but no response,NA,10
8,"$70,000 to $79,999",40,4
5,"$100,000 to $109,999",50,4
6,"$35,000 to $39,999",5,4
5,"$10,000 to $14,999",3,NA
6,"$60,000 to $69,999",8,6
10,"$120,000 to $129,999",NA,NA
4,"$90,000 to $99,999",0,NA
10,"$90,000 to $99,999",0,3
8,Presented but no response,NA,6
9,"$110,000 to $119,999",15,2
10,"$30,000 to $34,999",9,NA
8,"$70,000 to $79,999",NA,8
NA,NA,NA,NA
NA,NA,NA,NA
1,Presented but no response,NA,NA
10,"$40,000 to $44,999",NA,150
3,"$45,000 to $49,999",NA,2
6,"$180,000 to $189,999",NA,15
7,"$20,000 to $24,999",0,0
5,Presented but no response,NA,3
NA,NA,NA,NA
1,"$30,000 to $34,999",NA,2
8,"$200,000 or more",NA,2
NA,NA,NA,NA
6,"$35,000 to $39,999",NA,39
NA,NA,NA,NA
8,"$110,000 to $119,999",51,2
8,NA,NA,5
9,Presented but no response,0,6
1,"$30,000 to $34,999",NA,1
8,NA,NA,3
8,"$50,000 to $59,999",56,8
NA,NA,NA,NA
7,"$30,000 to $34,999",NA,6
NA,NA,NA,NA
7,"$100,000 to $109,999",NA,6
4,"$25,000 to $29,999",NA,NA
10,"$110,000 to $119,999",10,NA
7,"$30,000 to $34,999",40,8
4,"$150,000 to $159,999",37,0
8,"$70,000 to $79,999",0,NA
5,"$150,000 to $159,999",0,4
4,"$100,000 to $109,999",42,0
5,"$110,000 to $119,999",40,NA
10,"$25,000 to $29,999",NA,NA
3,"$60,000 to $69,999",NA,0
NA,NA,NA,NA
9,"$80,000 to $89,999",4,NA
4,"Under $5,000",NA,NA
NA,NA,NA,NA
5,"$70,000 to $79,999",NA,NA
7,NA,NA,NA
7,NA,NA,NA
3,"$25,000 to $29,999",30,NA
NA,NA,NA,NA
3,"$40,000 to $44,999",0,NA
7,"$110,000 to $119,999",18,0
6,"$35,000 to $39,999",NA,3
7,"$80,000 to $89,999",50,4
6,"$5,000 to $9,999",5,NA
9,"$30,000 to $34,999",20,4
5,"$45,000 to $49,999",38,1
3,"$15,000 to $19,999",NA,3
5,Presented but no response,30,NA
6,"$25,000 to $29,999",20,4
4,"$5,000 to $9,999",NA,2
5,Presented but no response,0,15
NA,NA,NA,NA
5,"$15,000 to $19,999",0,2
4,"$45,000 to $49,999",40,1
5,"$70,000 to $79,999",NA,NA
7,"$130,000 to $139,999",35,4
8,"$90,000 to $99,999",0,7
8,"$20,000 to $24,999",NA,2
5,"$50,000 to $59,999",NA,6
5,NA,NA,2
10,"$30,000 to $34,999",30,NA
NA,NA,NA,NA
5,NA,NA,NA
5,NA,NA,NA
4,"$15,000 to $19,999",0,NA
NA,Presented but no response,NA,NA
9,Presented but no response,40,6
8,"$110,000 to $119,999",6,NA
7,NA,NA,NA
7,"$100,000 to $109,999",30,NA
10,"$180,000 to $189,999",10,NA
7,"$20,000 to $24,999",20,6
NA,NA,NA,NA
7,"$50,000 to $59,999",0,1
7,"$25,000 to $29,999",8,NA
8,"$160,000 to $169,999",32,3
4,NA,NA,1
6,"$100,000 to $109,999",NA,5
4,"$150,000 to $159,999",24,NA
10,NA,NA,NA
5,"$30,000 to $34,999",NA,1
2,"$45,000 to $49,999",15,NA
5,"$10,000 to $14,999",20,NA
6,Presented but no response,NA,4
2,"$45,000 to $49,999",0,0
4,"$25,000 to $29,999",3,NA
6,"$170,000 to $179,999",56,17
8,"$70,000 to $79,999",7,NA
6,"$30,000 to $34,999",NA,2
5,"$25,000 to $29,999",40,0
1,NA,NA,NA
10,"$10,000 to $14,999",NA,1
4,"$50,000 to $59,999",0,0
9,"$150,000 to $159,999",50,NA
6,"$60,000 to $69,999",0,NA
5,"$70,000 to $79,999",37,7
6,"$25,000 to $29,999",5,NA
6,NA,NA,NA
6,NA,NA,NA
8,NA,NA,NA
7,"$40,000 to $44,999",40,NA
6,"$70,000 to $79,999",35,NA
9,NA,NA,9
5,"$70,000 to $79,999",0,2
9,"$30,000 to $34,999",8,NA
10,NA,NA,NA
7,"$35,000 to $39,999",35,NA
8,"$100,000 to $109,999",16,1
6,Presented but no response,0,1
NA,NA,NA,NA
7,Presented but no response,10,NA
6,Presented but no response,30,NA
5,"$35,000 to $39,999",NA,36
7,"$100,000 to $109,999",0,6
NA,NA,NA,NA
5,"$25,000 to $29,999",50,NA
5,NA,NA,NA
5,"$5,000 to $9,999",10,NA
4,"$20,000 to $24,999",NA,30
8,"$70,000 to $79,999",0,NA
4,"$15,000 to $19,999",NA,1
3,"$40,000 to $44,999",4,NA
NA,"$90,000 to $99,999",0,0
1,NA,NA,0
9,"$40,000 to $44,999",23,0
9,"$40,000 to $44,999",NA,4
8,"$20,000 to $24,999",NA,1
7,"$180,000 to $189,999",40,0
7,NA,NA,3
5,NA,NA,NA
8,"$60,000 to $69,999",5,NA
4,NA,NA,6
5,NA,NA,4
3,"$100,000 to $109,999",40,2
5,"$40,000 to $44,999",30,NA
3,"$90,000 to $99,999",20,2
9,NA,NA,NA
5,"Under $5,000",24,NA
8,"$70,000 to $79,999",40,NA
7,"$50,000 to $59,999",NA,2
1,"$180,000 to $189,999",NA,11
6,"$30,000 to $34,999",0,16
5,"$100,000 to $109,999",16,4
NA,NA,NA,NA
6,"$60,000 to $69,999",NA,2
8,NA,NA,1
2,"$45,000 to $49,999",0,3
3,"$45,000 to $49,999",0,NA
8,"$60,000 to $69,999",0,NA
6,"$60,000 to $69,999",NA,2
NA,NA,NA,NA
6,"$80,000 to $89,999",NA,2
8,"$80,000 to $89,999",44,4
10,"$100,000 to $109,999",NA,1
10,"$80,000 to $89,999",6,12
7,"$5,000 to $9,999",0,3
NA,NA,NA,7
10,"$50,000 to $59,999",NA,150
7,"$80,000 to $89,999",30,NA
9,NA,NA,NA
5,NA,NA,NA
6,"$80,000 to $89,999",NA,7
NA,NA,NA,NA
10,"$70,000 to $79,999",40,1
8,"$30,000 to $34,999",18,3
7,"$170,000 to $179,999",NA,7
NA,NA,NA,NA
5,"$50,000 to $59,999",35,NA
NA,NA,NA,NA
8,NA,NA,NA
6,"$100,000 to $109,999",NA,132
7,"$30,000 to $34,999",NA,2
5,"$45,000 to $49,999",NA,20
7,NA,NA,NA
7,"$70,000 to $79,999",5,4
5,"$80,000 to $89,999",30,NA
1,"$15,000 to $19,999",5,NA
9,"$70,000 to $79,999",9,NA
4,"$140,000 to $149,999",40,3
7,"$150,000 to $159,999",35,NA
10,"$25,000 to $29,999",6,NA
6,"$140,000 to $149,999",NA,2
4,"$50,000 to $59,999",15,NA
3,NA,NA,NA
2,NA,NA,NA
4,"$200,000 or more",60,NA
9,"$5,000 to $9,999",48,NA
5,"$50,000 to $59,999",NA,11
2,"$30,000 to $34,999",NA,NA
4,NA,NA,NA
10,"$90,000 to $99,999",NA,6
8,"$110,000 to $119,999",40,2
4,"$10,000 to $14,999",NA,1
NA,NA,NA,1
5,"$150,000 to $159,999",30,NA
6,"$20,000 to $24,999",NA,3
6,"$90,000 to $99,999",NA,0
NA,Presented but no response,NA,NA
7,"$80,000 to $89,999",NA,1
9,"$180,000 to $189,999",0,15
NA,NA,NA,NA
4,NA,NA,9
6,"$10,000 to $14,999",8,NA
1,"$20,000 to $24,999",8,NA
NA,NA,NA,NA
7,"$20,000 to $24,999",35,3
7,Presented but no response,35,NA
8,"$35,000 to $39,999",5,2
NA,NA,NA,NA
8,"$140,000 to $149,999",4,NA
NA,NA,NA,NA
7,"$130,000 to $139,999",NA,10
7,"$35,000 to $39,999",35,NA
NA,NA,NA,NA
4,NA,NA,2
10,"$25,000 to $29,999",40,NA
5,NA,NA,NA
7,NA,NA,NA
6,"$25,000 to $29,999",0,NA
1,"$180,000 to $189,999",NA,2
6,"$80,000 to $89,999",NA,4
8,"$60,000 to $69,999",8,NA
7,"$5,000 to $9,999",NA,3
4,"$30,000 to $34,999",40,NA
3,NA,NA,NA
6,NA,NA,NA
5,"$45,000 to $49,999",NA,20
6,NA,NA,NA
8,NA,NA,NA
10,"$160,000 to $169,999",15,0
6,"$15,000 to $19,999",NA,0
5,NA,NA,NA
8,"$30,000 to $34,999",8,NA
4,"$15,000 to $19,999",7,NA
8,"$80,000 to $89,999",45,4
9,"$110,000 to $119,999",37,1
8,"$160,000 to $169,999",3,7
5,"$25,000 to $29,999",0,NA
5,"$40,000 to $44,999",45,10
8,"$90,000 to $99,999",NA,NA
NA,NA,NA,NA
3,"$50,000 to $59,999",40,5
NA,NA,NA,0
5,NA,NA,NA
9,"$70,000 to $79,999",40,NA
2,NA,NA,NA
6,"$90,000 to $99,999",40,NA
7,NA,NA,NA
6,NA,NA,NA
5,"$40,000 to $44,999",38,5
7,NA,NA,6
8,Presented but no response,0,6
NA,NA,NA,NA
1,"$15,000 to $19,999",0,3
7,"$35,000 to $39,999",0,4
9,"$70,000 to $79,999",0,2
9,"$60,000 to $69,999",5,NA
3,NA,NA,NA
5,"Under $5,000",NA,NA
7,"$45,000 to $49,999",3,3
5,"$35,000 to $39,999",NA,14
5,NA,NA,NA
8,"$60,000 to $69,999",50,NA
8,"$90,000 to $99,999",45,6
7,Presented but no response,NA,NA
7,"$45,000 to $49,999",34,NA
8,"$30,000 to $34,999",0,1
8,"$10,000 to $14,999",40,NA
7,NA,NA,NA
10,"$110,000 to $119,999",40,NA
10,NA,NA,10
8,"$70,000 to $79,999",NA,2
9,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2,"Under $5,000",0,NA
9,Presented but no response,NA,NA
6,"$50,000 to $59,999",12,NA
6,NA,NA,NA
7,NA,NA,NA
8,"$80,000 to $89,999",NA,13
6,NA,NA,NA
7,NA,NA,NA
8,"$100,000 to $109,999",NA,5
7,NA,NA,NA
9,NA,NA,NA
7,"$100,000 to $109,999",25,NA
8,"$30,000 to $34,999",0,2
4,"$30,000 to $34,999",0,3
9,"$20,000 to $24,999",NA,1
NA,NA,NA,NA
6,"$25,000 to $29,999",NA,2
NA,NA,NA,NA
7,Presented but no response,NA,4
6,"$15,000 to $19,999",5,NA
5,"$45,000 to $49,999",7,20
8,NA,NA,NA
5,"$60,000 to $69,999",NA,3
7,"$90,000 to $99,999",NA,1
7,NA,NA,NA
7,NA,NA,NA
6,NA,NA,NA
8,"$60,000 to $69,999",0,NA
8,NA,NA,NA
3,"$30,000 to $34,999",0,8
8,"$30,000 to $34,999",0,4
7,"$30,000 to $34,999",NA,1
6,NA,NA,NA
3,"$5,000 to $9,999",NA,1
NA,NA,NA,NA
NA,NA,NA,NA
10,NA,NA,NA
5,Presented but no response,17.5,NA
8,"$110,000 to $119,999",0,2
4,NA,NA,NA
1,NA,NA,NA
5,"$35,000 to $39,999",0,2
NA,NA,NA,NA
8,"$200,000 or more",0,4
6,"$150,000 to $159,999",10,NA
7,"$80,000 to $89,999",40,2
8,"$10,000 to $14,999",NA,12
5,"$20,000 to $24,999",0,1
6,Presented but no response,NA,3
7,"$45,000 to $49,999",NA,1
NA,NA,NA,NA
8,"$15,000 to $19,999",NA,6
7,"$10,000 to $14,999",NA,11
NA,NA,NA,NA
5,"$25,000 to $29,999",0,0
6,"$60,000 to $69,999",20,4
NA,NA,NA,NA
8,"$100,000 to $109,999",NA,1
8,"$100,000 to $109,999",35,NA
6,"$25,000 to $29,999",48,NA
7,NA,NA,NA
6,NA,NA,NA
7,"$10,000 to $14,999",NA,2
NA,NA,NA,NA
NA,NA,NA,NA
4,"$100,000 to $109,999",NA,6
6,Presented but no response,NA,1
7,"$35,000 to $39,999",35,3
5,"$25,000 to $29,999",NA,2
6,"$20,000 to $24,999",0,1
10,"$130,000 to $139,999",40,NA
6,"$80,000 to $89,999",6,NA
6,NA,NA,NA
6,"$50,000 to $59,999",15,NA
NA,NA,NA,NA
10,"$90,000 to $99,999",0,1
2,"$80,000 to $89,999",0,4
9,NA,NA,NA
NA,NA,NA,NA
6,"$35,000 to $39,999",NA,NA
NA,NA,NA,NA
10,Presented but no response,50,NA
2,"$150,000 to $159,999",NA,2
NA,NA,NA,NA
8,"$130,000 to $139,999",35,6
1,Presented but no response,0,NA
7,"$45,000 to $49,999",NA,3
4,"$50,000 to $59,999",0,NA
10,Presented but no response,8,NA
7,"$50,000 to $59,999",NA,NA
NA,NA,NA,NA
4,"$35,000 to $39,999",NA,NA
NA,NA,NA,NA
4,"Under $5,000",NA,NA
7,"$80,000 to $89,999",60,NA
NA,NA,NA,NA
8,NA,NA,NA
7,"$30,000 to $34,999",NA,6
6,"$150,000 to $159,999",40,NA
6,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$50,000 to $59,999",20,2
7,"$40,000 to $44,999",NA,0
9,"$80,000 to $89,999",NA,4
8,NA,NA,6
7,"$50,000 to $59,999",0,NA
NA,NA,NA,NA
8,NA,NA,6
8,"$90,000 to $99,999",NA,13
4,"$40,000 to $44,999",NA,8
10,"$20,000 to $24,999",20,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$10,000 to $14,999",0,4
NA,NA,NA,NA
5,"$90,000 to $99,999",20,NA
3,"$10,000 to $14,999",NA,0
6,"$60,000 to $69,999",35,1
5,"$15,000 to $19,999",60,2
8,"$30,000 to $34,999",25,NA
2,"$50,000 to $59,999",27,NA
9,NA,NA,NA
9,NA,NA,4
NA,NA,NA,NA
3,"$30,000 to $34,999",0,3
5,NA,NA,NA
2,"$15,000 to $19,999",4,NA
3,"$20,000 to $24,999",NA,6
10,"$30,000 to $34,999",12,NA
7,"$60,000 to $69,999",0,7
8,"$30,000 to $34,999",NA,5
5,Presented but no response,30,4
NA,NA,NA,NA
10,"$60,000 to $69,999",50,NA
NA,NA,NA,NA
5,Presented but no response,NA,10
7,"$35,000 to $39,999",NA,10
NA,NA,NA,NA
7,"$160,000 to $169,999",40,NA
8,"$5,000 to $9,999",20,3
7,"$120,000 to $129,999",16,NA
8,NA,NA,NA
8,NA,NA,NA
8,NA,NA,NA
7,"$150,000 to $159,999",34,NA
8,NA,NA,NA
9,NA,NA,1
8,"$25,000 to $29,999",0,1
4,"$90,000 to $99,999",20,NA
5,"$45,000 to $49,999",NA,3
8,Presented but no response,NA,2
10,NA,NA,3
8,NA,NA,NA
10,NA,NA,NA
NA,NA,NA,NA
5,"$15,000 to $19,999",NA,0
2,"$90,000 to $99,999",20,1
7,"$25,000 to $29,999",20,NA
NA,NA,NA,NA
6,"$40,000 to $44,999",28,NA
5,"$40,000 to $44,999",NA,5
NA,NA,NA,NA
5,"$40,000 to $44,999",0,NA
6,"$50,000 to $59,999",NA,15
6,"$140,000 to $149,999",NA,6
10,NA,NA,NA
8,"$90,000 to $99,999",NA,2
NA,NA,NA,NA
1,"$25,000 to $29,999",30,0
5,"$15,000 to $19,999",0,NA
7,NA,NA,4
6,"$120,000 to $129,999",NA,4
5,"$5,000 to $9,999",NA,NA
10,"$100,000 to $109,999",40,1
7,"$90,000 to $99,999",50,3
4,"$40,000 to $44,999",NA,3
10,NA,NA,NA
5,"$45,000 to $49,999",3,NA
2,"$20,000 to $24,999",0,1
7,"$150,000 to $159,999",NA,5
NA,NA,NA,NA
6,"$5,000 to $9,999",NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
10,"$70,000 to $79,999",42,2
4,"$45,000 to $49,999",33,4
7,"$20,000 to $24,999",0,1
9,"$50,000 to $59,999",NA,3
10,"$100,000 to $109,999",0,6
